dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	class
0.021517	0.24707	0.36368	0.32609	0.33398	0.3184	0.31127	0.32327	0.32412	0.30678	0.36275	0.2671	0.011937	0.01018	0.011824	0.006173	0.0027034	0.36368	0.43273	0.24309	-0.18964	0.091083	0.44018	0.45575	0.46993	0.47945	0.46549	0.25	0.13402	0.73513	0.87368	1.1323	0.12323	0.18711	0.18387	0.18119	0.14775	0.16377	0.17249	0.16397	0.14793	0.11457	0.13349	0.0032076	0.0014572	0.0027908	0.0018852	0.00088279	0.23312	0.39069	0.27106	0.323	0.12211	0.086903	0.0041282	0.03543	0.11737	0.063941	0.038505	0.10549	0.14095	0.099813	0.11974	-0.13304	-0.13558	-0.017608	0.14129	-0.11681	-0.06751	-0.12828	-0.08804	-0.018815	-0.039927	-0.045941	-0.048685	-0.042572	1.8459	920.5
0.017004	0.30564	0.27929	0.22407	0.25319	0.31898	0.28948	0.2591	0.29133	0.36003	0.2908	0.34844	0.014374	0.019076	0.013683	0.0046731	0.0035909	0.36003	0.12009	0.035469	-0.084619	0.076325	0.12654	0.14056	0.1553	0.16909	0.17594	0.80729	0.094613	0.30998	0.43967	0.41158	0.064901	0.047161	0.03474	0.036081	0.098949	0.10951	0.09169	0.085616	0.090432	0.059375	0.088033	0.0037728	0.0022966	0.0038605	0.0012257	0.00064195	0.28736	0.29897	0.24708	0.28121	0.11906	-0.016279	0.13837	-0.10541	-0.073925	0.023309	0.087213	0.09878	-0.13997	0.053027	0.09362	0.055682	0.14024	-0.087896	0.067723	-0.052787	-0.096138	-0.064451	-0.036751	-0.056741	-0.04732	-0.051058	-0.051246	-0.049909	1.9379	1052.5
0.0090262	0.16483	0.1428	0.13048	0.34776	0.17957	0.15053	0.069972	0.017272	0.014245	0.013365	0.1209	0.0090696	0.0082469	0.0051578	0.0024529	0.0034044	0.34776	0.11841	0.054167	-0.064242	0.026492	0.15412	0.26043	0.4307	0.65474	0.69577	0.42708	0.070627	0.43637	0.50906	0.53116	0.059426	0.050244	0.07737	0.17392	0.088822	0.074112	0.033373	0.0093677	0.0049562	0.006717	0.05253	0.00066309	0.001493	0.0014284	0.0008474	0.00033676	0.26788	0.28395	0.22738	0.26192	0.081103	0.041551	-0.030062	0.11892	0.13225	0.13811	0.022796	-0.10908	0.0040672	0.11314	0.1406	-0.045891	-0.080907	0.099808	0.068627	0.1054	0.30863	0.18294	0.27187	0.25583	0.03646	-0.026762	0.019513	0.0083489	1.5514	559
0.0096586	0.082518	0.15585	0.13071	0.12093	0.1172	0.15726	0.23414	0.31147	0.29239	0.24315	0.083485	0.0047552	0.0057985	0.0053715	0.0015169	0.0011993	0.31147	0.20383	0.089702	-0.11412	0.035251	0.2506	0.37821	0.56226	0.79181	0.90886	0.32292	0.17609	0.59263	0.65088	0.69863	0.017327	0.044261	0.039393	0.033254	0.069918	0.088962	0.11796	0.15348	0.14467	0.1195	0.042296	0.00075753	0.0017232	0.00043983	0.00025804	0.00012633	0.28134	0.29165	0.25959	0.28199	0.072241	-0.13003	-0.043945	0.078797	-0.03374	0.0017165	0.11026	0.137	0.13195	0.14035	0.10386	0.044533	0.1413	-0.066789	-0.002084	-0.082218	0.25327	0.069138	0.27976	0.1911	0.019017	-0.032861	0.031014	-0.0057051	1.9018	559
0.0079145	0.053461	0.10366	0.13098	0.062722	0.079225	0.13338	0.23672	0.31346	0.13322	0.036677	0.005145	0.0042849	0.010374	0.0073762	0.0029542	0.00091686	0.31346	0.12127	0.074992	-0.046281	0.024332	0.16055	0.28057	0.47873	0.74234	0.76174	0.41667	0.091028	0.2869	0.38226	0.41456	0.024809	0.027454	0.00037732	0.0084987	0.03915	0.057392	0.1278	0.15957	0.070613	0.016594	0.0023606	0.0013829	0.0019807	0.0013924	0.00050481	0.00014828	0.27647	0.29977	0.2799	0.28721	0.070523	-0.099527	0.014183	0.11212	0.13345	-0.13959	0.037445	0.098507	0.056737	0.00097638	0.027752	0.1143	-0.1286	-0.14094	0.13857	0.1357	0.3313	0.19735	0.27265	0.26187	0.050516	-0.0036384	0.024624	0.018956	1.6217	691
0.010602	0.20363	0.093771	0.18248	0.20417	0.20122	0.27757	0.30578	0.32208	0.14344	0.067951	0.034257	0.0093222	0.011547	0.010104	0.0036835	0.0028537	0.32208	0.21306	0.12752	-0.085531	0.03706	0.25934	0.38373	0.55979	0.77681	0.89767	0.32812	0.20789	0.43417	0.53248	0.52034	0.008578	0.012594	0.047766	0.11274	0.10807	0.1424	0.15551	0.16462	0.074142	0.033371	0.017162	0.0039143	0.0025705	0.0031027	0.00077364	0.00025803	0.22032	0.27223	0.23171	0.24792	0.070239	0.13658	-0.073486	0.019784	0.044481	0.089965	0.099572	0.094024	0.081928	0.14126	0.11686	0.019177	0.088094	-0.13728	-0.13911	-0.091798	0.27339	0.004755	0.14883	0.12955	0.035735	-0.053601	-0.0088127	-0.027572	1.9923	559
0.010483	0.12224	0.18776	0.18182	0.34422	0.15672	0.25795	0.20002	0.28849	0.15752	0.13728	0.050296	0.0060903	0.0098622	0.0053496	0.0046132	0.0038048	0.34422	0.25999	0.14966	-0.11034	0.038141	0.31467	0.46032	0.66426	0.91386	1.0592	0.16146	0.13778	0.63234	0.84344	0.80312	0.020843	0.1076	0.097339	0.17439	0.081499	0.12935	0.098749	0.14409	0.077636	0.067414	0.024706	0.00080886	0.00057657	0.00067733	0.00081581	0.00036455	0.23962	0.31259	0.2646	0.28115	0.13718	-0.0076793	0.047366	0.10386	0.07563	0.11579	0.080326	0.12045	0.13671	0.14137	0.14099	-0.091459	-0.13857	-0.10714	0.016016	0.068155	0.32081	0.098832	0.24169	0.20848	0.055624	-0.034868	0.011923	-0.0037627	1.8004	592
0.012942	0.033658	0.1324	0.27504	0.44236	0.18258	0.19025	0.089769	0.19605	0.068824	0.10843	0.081512	0.027538	0.0090923	0.0076503	0.0029903	0.0020463	0.44236	0.18801	0.12828	-0.059732	0.036539	0.2295	0.34149	0.50084	0.69793	0.80515	0.53125	0.16438	0.3218	0.42233	0.6661	0.016908	0.023053	0.16301	0.23985	0.13009	0.079811	0.040662	0.09746	0.045686	0.044175	0.0099264	0.0024134	0.0026293	0.00053973	0.0014772	0.00031434	0.11501	0.26675	0.18805	0.20654	0.11365	-0.072822	-0.029783	0.035967	-0.10723	-0.11359	-0.014141	0.12614	-0.10895	0.069639	0.13764	0.10792	-0.085542	-0.0052884	-0.13592	-0.12261	0.23192	0.30308	0.22321	0.36959	0.01298	0.055274	0.012616	0.12638	1.5984	723.5
0.018709	0.047635	0.36224	0.33186	0.33681	0.38562	0.43711	0.53551	0.52725	0.47989	0.4338	0.41671	0.17383	0.0076271	0.006841	0.003682	0.0024469	0.53551	0.58001	0.33847	-0.24154	0.07152	0.61918	0.70578	0.79979	0.89153	0.94849	0.19271	0.40842	1.283	1.5336	1.5679	0.015036	0.18595	0.16813	0.16541	0.19916	0.23028	0.28367	0.27172	0.2495	0.22336	0.21083	0.085378	0.0014854	0.0014461	0.00049239	0.00016912	0.18513	0.37178	0.22519	0.30765	0.1413	0.089327	0.10382	0.14125	0.082794	0.062631	0.057321	0.085096	0.075871	0.086049	0.1054	0.14111	-0.13478	-0.074915	-0.0785	0.09017	0.17348	-0.08721	-0.014268	0.10128	-0.002419	-0.050556	-0.045837	-0.033695	2.1031	625
0.010088	0.061168	0.13161	0.11311	0.24852	0.22798	0.19324	0.13255	0.13737	0.21996	0.27621	0.032643	0.0055203	0.0089475	0.0041462	0.0023796	0.0018334	0.27621	0.16878	0.073864	-0.094917	0.038633	0.20375	0.29655	0.42586	0.58361	0.67716	0.29167	0.10096	0.49778	0.60567	0.62225	0.032003	0.055268	0.045927	0.044549	0.11273	0.095652	0.033551	0.06571	0.1096	0.13664	0.016033	0.0014431	0.0029108	0.0013605	0.0011953	8.1577e-05	0.31164	0.31986	0.27807	0.3063	0.062401	-0.13603	-0.11078	0.065354	0.13263	0.13138	0.054958	0.097839	0.12325	0.13216	0.14113	0.13904	0.13451	0.11366	0.11376	-0.085949	0.14225	0.018675	0.13728	0.099099	-0.018037	-0.0444	-0.017245	-0.030171	1.8579	822
0.011164	0.50407	0.11508	0.27138	0.075161	0.092052	0.065354	0.29665	0.37344	0.090535	0.042357	0.013766	0.0063973	0.0073937	0.0098172	0.0029139	0.00258	0.50407	0.13516	0.080367	-0.054798	0.034768	0.16664	0.25288	0.37789	0.53431	0.61193	0.51042	0.044503	0.2986	0.40472	0.46026	0.071153	0.019433	0.048622	0.037487	0.045464	0.033492	0.15754	0.19507	0.047233	0.022999	0.0017159	0.00026927	0.0037467	0.0030515	0.00082327	0.00049625	0.13723	0.19078	0.17067	0.1706	0.1411	-0.139	0.14138	0.12216	0.13414	0.078808	0.054892	0.071074	0.072351	0.034691	-0.052258	0.11178	-0.13949	0.03584	0.032653	0.10801	0.24543	0.13019	0.19215	0.19458	0.010343	-0.027124	-0.0071605	-0.0064196	1.7843	592
0.0088279	0.057533	0.16069	0.099896	0.13027	0.2817	0.2852	0.2286	0.10939	0.084004	0.081172	0.043528	0.0050372	0.011365	0.0071731	0.0025404	0.0026908	0.2852	0.13805	0.062098	-0.075948	0.027796	0.17797	0.29507	0.47939	0.72018	0.77876	0.53125	0.14465	0.42722	0.59764	0.64947	0.01708	0.058723	0.043354	0.043356	0.14322	0.1403	0.11242	0.059384	0.034038	0.0242	0.0085427	0.0020719	0.0032156	0.0035262	0.0006275	0.00033136	0.24499	0.29751	0.24564	0.26569	-0.12651	-0.1185	0.023941	0.10022	0.099854	0.13912	0.13956	-0.034506	-0.083561	-0.015258	0.13688	-0.13719	0.076053	0.14004	0.044158	0.023865	0.23489	0.14714	0.31073	0.22448	0.037104	-0.022779	0.075221	0.018148	1.8447	493.5
0.011644	0.1745	0.33033	0.052922	0.10405	0.086244	0.14909	0.089332	0.29395	0.25488	0.033772	0.17791	0.0094079	0.01132	0.0086944	0.0030953	0.0021422	0.33033	0.16081	0.096663	-0.064147	0.033563	0.19966	0.30724	0.46526	0.66453	0.75623	0.40625	0.08696	0.66863	0.75916	0.74641	0.066255	0.13265	0.0055093	0.051712	0.041166	0.076703	0.058005	0.14725	0.12807	0.017054	0.088382	0.0024724	0.0047464	0.00087472	0.0013055	0.00050434	0.17015	0.21418	0.22548	0.2084	0.0045928	0.10812	0.10775	0.12649	-0.12779	0.080009	-0.076189	0.11696	0.11335	0.10757	0.12695	0.038288	0.018727	-0.13951	-0.10159	-0.13588	0.58194	0.25354	0.4406	0.40216	0.26427	0.045807	0.14049	0.12299	1.5856	625
0.0088129	0.081666	0.13285	0.12739	0.13044	0.10265	0.10176	0.29853	0.21956	0.32674	0.063061	0.10305	0.0064509	0.01329	0.0096543	0.011715	0.010046	0.32674	0.17543	0.088591	-0.086834	0.029483	0.22351	0.36205	0.57549	0.85157	0.93848	0.42708	0.052206	0.58477	0.67916	0.785	0.037126	0.059977	0.035175	0.061867	0.050407	0.052137	0.15406	0.10817	0.16601	0.031185	0.022533	0.0011822	0.0039059	0.0019519	0.0016845	0.00060004	0.24783	0.2608	0.21526	0.24514	-0.11781	-0.050822	-0.029762	0.12951	0.14142	0.091335	0.083636	0.13723	0.10062	0.13254	0.14139	-0.12279	0.14121	0.029004	-0.13515	-0.14027	0.40012	0.18734	0.3927	0.31294	0.10985	0.0097436	0.12453	0.064193	1.647	559
0.0094591	0.088282	0.11966	0.12022	0.18843	0.15272	0.15714	0.20685	0.18187	0.19167	0.15527	0.25655	0.008394	0.012523	0.0063206	0.0024423	0.0011056	0.25655	0.20988	0.088075	-0.12181	0.034539	0.2591	0.39421	0.59056	0.8366	0.95707	0.28646	0.25816	0.75824	0.73205	0.69144	0.037255	0.054781	0.062438	0.086419	0.064396	0.083045	0.10625	0.093118	0.094378	0.079787	0.12982	0.0019114	0.0040593	0.00093823	0.00056539	0.0001858	0.25852	0.26157	0.22392	0.25372	0.026088	-0.10478	-0.039696	0.10837	-0.025213	0.059607	0.088626	0.092128	0.13792	0.088181	0.10525	0.036795	0.040877	0.071171	-0.12861	-0.052721	0.22639	0.018512	0.26697	0.16068	0.027618	-0.023885	0.053308	0.0027843	1.8947	691
0.0072243	0.06088	0.080168	0.19462	0.063391	0.11009	0.14312	0.12247	0.26528	0.16196	0.024563	0.014111	0.0077938	0.0079285	0.0082619	0.002041	0.0010171	0.26528	0.095465	0.035251	-0.060214	0.024209	0.12651	0.22153	0.3787	0.5879	0.6019	0.48958	0.16594	0.31098	0.30643	0.32108	0.018895	0.034986	0.053383	0.023213	0.05979	0.041161	0.064213	0.13065	0.054929	0.0024734	0.0069573	0.0013208	0.0020477	0.00091946	0.00029314	0.00022555	0.25834	0.24919	0.24051	0.25065	0.12381	0.13903	-0.098692	-0.1318	0.034515	-0.14127	0.067383	0.13768	-0.019503	0.14131	0.13631	-0.1202	0.013416	0.05372	0.14126	-0.024864	0.353	0.26158	0.41725	0.33921	0.076921	0.041699	0.11364	0.072111	1.5951	690.5
0.0095091	0.12843	0.20407	0.22635	0.12885	0.19347	0.12866	0.20006	0.20338	0.078492	0.078107	0.15485	0.012117	0.010474	0.010159	0.0085223	0.0055092	0.22635	0.12301	0.058944	-0.064063	0.035452	0.15106	0.22748	0.33745	0.47444	0.54505	0.49479	0.12305	0.26348	0.45178	0.44647	0.051338	0.048617	0.043021	0.048315	0.039404	0.063241	0.098271	0.10315	0.030953	0.034223	0.079321	0.0039916	0.00076131	0.0025587	0.0005276	0.00072826	0.2797	0.25816	0.23881	0.26068	0.10668	0.065779	0.0063479	-0.022198	-0.12437	0.14014	0.14099	0.10262	0.11803	-0.0070616	0.091639	0.097944	0.013058	-0.11791	0.058288	0.12085	0.24101	0.099895	0.19991	0.18449	0.0078954	-0.028448	-0.0003462	-0.0069932	1.92	690.5
0.016961	0.090882	0.069564	0.058209	0.076184	0.10631	0.27107	0.52746	0.61135	0.61928	0.2806	0.28976	0.012663	0.023591	0.020554	0.012	0.0042157	0.61928	0.37225	0.21533	-0.15692	0.054246	0.41994	0.53424	0.67382	0.82751	0.94419	0.1875	0.084131	0.53813	0.63633	0.70101	0.020931	0.019061	0.013178	0.022305	0.052918	0.13477	0.27154	0.32916	0.31977	0.13872	0.14236	0.0063026	0.010733	0.0059159	0.0059548	0.0011076	0.057018	0.31437	0.14425	0.22166	0.12204	0.11345	-0.078981	0.13014	0.12455	0.12594	0.086249	0.042184	0.083029	0.13296	0.14078	0.12469	-0.11253	-0.14142	0.12834	0.044842	0.066364	0.2339	0.27055	0.45985	-0.036435	-0.001179	0.022497	0.16445	1.3556	1219
0.014616	0.046159	0.056703	0.16001	0.045823	0.093024	0.15922	0.29508	0.303	0.39563	0.61928	0.34991	0.021411	0.020384	0.03428	0.01027	0.003478	0.61928	0.30665	0.14309	-0.16356	0.054274	0.3459	0.43994	0.55478	0.6812	0.77717	0.15104	0.12505	0.32435	0.50473	0.4508	0.0012721	0.018116	0.044591	0.022531	0.038075	0.065701	0.14987	0.16398	0.19492	0.30525	0.17714	0.0083054	0.0036217	0.0047565	0.0015793	0.0015017	0.1376	0.29742	0.11098	0.21254	0.10769	-0.12773	0.073376	0.13976	0.10598	0.13875	0.10103	0.037597	0.1372	0.13665	0.10472	0.056628	0.14138	-0.12894	-0.1407	-0.014677	0.13914	0.17692	0.11728	0.34119	-0.017762	-0.018082	-0.020523	0.093784	1.7379	1219
0.0079948	0.19394	0.22023	0.20113	0.064256	0.093713	0.1034	0.059225	0.21593	0.054732	0.12081	0.019029	0.0086756	0.010227	0.0097242	0.0020568	0.0013734	0.22023	0.064808	0.023162	-0.041645	0.022745	0.086961	0.15607	0.27294	0.42946	0.42712	0.57292	0.095658	0.29779	0.3043	0.33436	0.059852	0.072099	0.072248	0.031724	0.02249	0.026797	0.027166	0.10618	0.024778	0.018122	0.0057332	0.00066504	0.0013036	0.0018	0.00024692	0.00011786	0.24377	0.20856	0.19114	0.21655	0.12648	0.089713	-0.032819	0.13458	0.11151	0.045139	0.082839	0.13965	-0.085692	-0.043727	0.089483	0.13	-0.14129	-0.047141	0.090921	0.020604	0.33309	0.27276	0.38957	0.3376	0.052979	0.033384	0.099112	0.064984	1.5933	661.5
0.0083653	0.092353	0.17186	0.16535	0.079134	0.11099	0.25087	0.266	0.11065	0.050191	0.029283	0.085577	0.0095827	0.0088307	0.0077748	0.002059	0.0019705	0.266	0.090165	0.031869	-0.058296	0.025949	0.11785	0.20077	0.33457	0.51115	0.53883	0.51042	0.15258	0.3002	0.42829	0.44975	0.024149	0.059117	0.07123	0.031371	0.033361	0.12655	0.13087	0.038147	0.013949	0.007195	0.02008	0.0024598	0.0031358	0.0020266	0.0005121	0.00040282	0.26687	0.27747	0.23674	0.26196	0.029279	-0.12997	0.14141	-0.13805	0.076125	0.1088	0.13903	-0.1303	-0.11964	-0.064942	0.094832	0.032638	0.032862	0.064809	0.10338	0.1414	0.2752	0.21779	0.32802	0.27072	0.030764	-0.0042262	0.062685	0.025475	1.7163	731.5
0.0096058	0.14666	0.10496	0.12119	0.14262	0.10281	0.12816	0.21818	0.13172	0.086272	0.10408	0.080675	0.0078163	0.010907	0.0082147	0.0074465	0.010342	0.21818	0.12439	0.051237	-0.073151	0.031795	0.15611	0.24543	0.37929	0.54998	0.61856	0.40625	0.20339	0.33838	0.51371	0.46083	0.062899	0.030648	0.036607	0.077316	0.065332	0.072728	0.1077	0.076854	0.033653	0.031897	0.033119	0.0029681	0.0050904	0.0012452	0.0017424	0.0013666	0.22344	0.27463	0.24653	0.2508	-0.10967	0.052067	-0.10089	0.0361	-0.12885	-0.00063003	0.13479	-0.019841	-0.1038	0.091641	-0.07735	-0.12508	0.13712	-0.034512	-0.026251	0.064198	0.14579	0.12491	0.26524	0.18102	-0.0050085	-0.017028	0.038252	0.0035082	1.8968	522.5
0.0077787	0.13712	0.14425	0.055577	0.069073	0.090124	0.11391	0.18783	0.16586	0.07333	0.025827	0.20082	0.012775	0.011142	0.020929	0.021042	0.025967	0.20082	0.10972	0.066642	-0.043077	0.028218	0.14102	0.23243	0.37551	0.56199	0.61082	0.33333	0.10002	0.43192	0.48034	0.51948	0.025593	0.021476	0.032627	0.015666	0.050373	0.054153	0.098624	0.06709	0.036471	0.0088041	0.099441	0.0053714	0.0018043	0.0015669	0.0021194	0.0024295	0.20708	0.20658	0.21474	0.21113	0.10741	0.058546	-0.023819	0.048014	0.010857	-0.12779	0.065905	-0.039969	0.12554	-0.059615	0.1309	0.0060414	-0.13162	-0.10015	0.10849	0.01613	0.46017	0.27449	0.43102	0.38135	0.155	0.064124	0.14371	0.11249	1.6016	836
0.0089855	0.094139	0.11846	0.14553	0.13919	0.13423	0.11389	0.22278	0.23169	0.063731	0.017119	0.19268	0.009351	0.0095332	0.0081842	0.013057	0.020292	0.23169	0.097202	0.042671	-0.054531	0.029887	0.12351	0.19899	0.3147	0.46401	0.51341	0.47396	0.1467	0.32455	0.40988	0.54192	0.039595	0.053659	0.059418	0.05148	0.051486	0.04204	0.10526	0.099513	0.012806	0.0070865	0.04454	0.0016401	0.001384	0.0015018	0.001131	0.0017919	0.29497	0.30395	0.25011	0.28467	-0.14005	-0.13436	-0.043999	-0.12828	0.00701	-0.13611	0.11397	0.1171	-0.067998	-0.11277	0.14106	-0.13316	-0.13602	-0.0331	0.034661	0.10538	0.22522	0.16038	0.22602	0.2048	-0.0017327	-0.020997	0.0099041	-0.0050215	1.7806	870.5
0.012481	0.089904	0.211	0.16755	0.18479	0.22323	0.24959	0.36188	0.25844	0.14219	0.12823	0.12505	0.0074472	0.0075849	0.011725	0.0036222	0.0043354	0.36188	0.15188	0.049575	-0.10231	0.039739	0.18232	0.26241	0.37282	0.50653	0.58887	0.65104	0.15758	0.53541	0.54863	0.5021	0.034983	0.069219	0.076898	0.076768	0.081057	0.12851	0.1789	0.13535	0.058392	0.043945	0.013795	0.0016064	0.0064535	0.0034853	0.0012403	0.0007413	0.29103	0.31883	0.23092	0.28588	-0.13482	0.045732	0.060872	0.046925	-0.13898	0.086075	0.13294	0.06849	0.0037642	-0.04684	-0.10072	0.057585	-0.12458	-0.065355	0.14114	-0.10733	0.019143	0.012803	0.035665	0.040199	-0.048406	-0.055864	-0.049273	-0.047754	2.0068	766
0.0094358	0.30942	0.20503	0.084096	0.12265	0.12338	0.13314	0.25894	0.27006	0.18524	0.081795	0.12444	0.0091285	0.0075894	0.0078413	0.0030117	0.0021318	0.30942	0.17624	0.1021	-0.074141	0.035994	0.21578	0.32299	0.4764	0.66682	0.76773	0.34896	0.1122	0.55721	0.67819	0.84534	0.049138	0.024759	0.033231	0.055112	0.065565	0.070714	0.1292	0.13984	0.091897	0.040293	0.061106	0.0019691	0.002079	0.0027242	0.00078176	0.00061217	0.15408	0.18292	0.1792	0.17757	0.139	0.13036	0.067155	0.087914	0.054263	0.054786	0.1217	0.080084	0.12863	0.013877	0.14142	-0.12689	-0.1071	0.11752	-0.062235	0.11178	0.40253	0.05117	0.35139	0.24401	0.13196	-0.023791	0.10765	0.039387	1.8617	836
0.0076194	0.063804	0.083611	0.13394	0.10492	0.11389	0.13376	0.18529	0.12862	0.056947	0.016092	0.021056	0.011076	0.0089177	0.008861	0.0064015	0.0012097	0.18529	0.068355	0.041813	-0.026543	0.028265	0.087829	0.14466	0.23357	0.34941	0.37998	0.58854	0.16078	0.2264	0.17958	0.33633	0.019858	0.033058	0.05207	0.060545	0.051541	0.063505	0.027179	0.002271	0.012334	0.0080889	0.0046404	0.0040306	0.0023474	0.0013776	0.0010227	0.00058132	0.26505	0.2897	0.26773	0.27488	0.06151	0.13575	0.063601	-0.012437	-0.1281	-0.12526	-0.032584	0.10517	0.12781	0.11291	-0.13073	-0.13274	-0.027772	-0.13914	0.075846	0.0058073	0.29647	0.23249	0.26501	0.26371	0.035598	0.0090967	0.028143	0.02327	1.7374	801.5
0.010146	0.087678	0.13261	0.14063	0.17475	0.16041	0.12969	0.11231	0.15327	0.077305	0.063196	0.10167	0.030095	0.015794	0.017117	0.037928	0.039236	0.17475	0.072566	0.059113	-0.013453	0.03612	0.088785	0.13271	0.19549	0.27335	0.31486	0.57812	0.068372	0.17902	0.25226	0.39897	0.045665	0.066205	0.059175	0.068813	0.074591	0.060757	0.044835	0.010355	0.039492	0.025516	0.0279	0.0026334	0.003339	0.0018061	0.0043624	0.0035641	0.22523	0.26758	0.27533	0.25829	-0.12533	-0.13696	-0.10517	-0.033162	-0.087529	-0.12527	-0.1228	0.023409	0.094583	0.062845	0.035746	-0.12653	0.13439	0.11337	-0.069627	-0.036211	0.3073	0.22428	0.19817	0.24067	0.061256	0.021401	0.0033046	0.0252	1.8758	766
0.0082081	0.075298	0.10132	0.11894	0.13853	0.16891	0.19777	0.30387	0.12272	0.094205	0.052455	0.039533	0.015225	0.016975	0.0094603	0.016707	0.025216	0.30387	0.1795	0.081093	-0.098411	0.031897	0.22514	0.35351	0.54565	0.79051	0.88976	0.26042	0.23289	0.43569	0.55558	0.65913	0.04397	0.036227	0.060226	0.06821	0.084972	0.097487	0.15206	0.070893	0.050153	0.026592	0.019866	0.0015963	0.0015837	0.0020385	0.0014526	0.0023206	0.27784	0.32297	0.2679	0.29367	-0.024724	0.088636	0.10452	0.13793	0.112	0.13657	0.11819	-0.04728	0.052564	0.10312	0.11328	-0.12532	-0.085843	-0.092182	0.12085	0.14114	0.18748	0.077934	0.17927	0.14759	-0.0016064	-0.041018	-0.0082931	-0.021026	1.9122	731.5
0.011102	0.073627	0.087941	0.084544	0.25706	0.080052	0.25926	0.24943	0.31469	0.28373	0.054396	0.12837	0.0081522	0.013579	0.0098054	0.0056858	0.0066915	0.31469	0.21263	0.11856	-0.094071	0.042901	0.25138	0.35099	0.48435	0.64253	0.74858	0.39583	0.08083	0.38097	0.62828	0.72141	0.023739	0.023835	0.041664	0.13357	0.012182	0.13028	0.1144	0.16275	0.13589	0.0163	0.047322	0.0012953	0.0018475	0.00071829	0.0017817	0.00072061	0.21158	0.26776	0.22028	0.23998	0.11181	-0.13077	0.060308	0.076498	0.060512	0.1133	0.11811	0.066651	0.123	0.086746	0.08553	0.028389	0.12733	-0.11151	0.13171	0.047803	0.4843	0.15118	0.3928	0.30932	0.19603	-0.0012936	0.13952	0.069784	1.7479	383
0.0092851	0.13481	0.054552	0.071463	0.22659	0.066371	0.22618	0.2192	0.25681	0.24105	0.054844	0.12158	0.011952	0.013983	0.0092096	0.004577	0.0017614	0.25681	0.088864	0.036511	-0.052353	0.035213	0.10928	0.165	0.24539	0.34569	0.39672	0.55729	0.12673	0.30856	0.47209	0.45861	0.040349	0.019242	0.029056	0.052803	0.032773	0.039464	0.058174	0.10312	0.039948	0.0053311	0.05741	0.0046125	0.0040934	0.0055817	0.0012753	0.0005998	0.19419	0.2231	0.21104	0.21068	-0.046404	0.14087	0.14116	0.070019	0.13441	-0.12228	0.042452	0.11728	-0.077804	-0.11857	0.13242	-0.13083	-0.051494	-0.12704	0.10634	0.11444	0.34495	0.27237	0.49925	0.36782	0.11478	0.060809	0.20854	0.11998	1.5639	383.5
0.011491	0.21197	0.12704	0.16926	0.20822	0.17788	0.12911	0.082601	0.11633	0.23662	0.25132	0.049255	0.013991	0.0094978	0.01162	0.0065207	0.0028593	0.25132	0.11975	0.058644	-0.061108	0.034187	0.14814	0.2263	0.34033	0.48354	0.55217	0.64583	0.1035	0.42962	0.48535	0.51867	0.14698	0.030189	0.049188	0.06724	0.063983	0.051063	0.044324	0.056997	0.10632	0.11105	0.027517	0.0027449	0.0021767	0.0046543	0.0014828	0.00058133	0.26446	0.28411	0.27239	0.27473	-0.13975	0.10177	0.036325	0.040084	0.13973	0.068142	-0.029492	0.0097329	0.13968	0.14132	0.011212	0.084002	-0.027616	0.14036	0.10456	0.13958	-0.0056727	-0.0021124	0.10352	0.033172	-0.045556	-0.032284	-0.017661	-0.03284	1.9381	592
0.0093578	0.16273	0.076086	0.12446	0.18618	0.095235	0.10037	0.1958	0.25077	0.10651	0.026043	0.022996	0.0081325	0.01194	0.0080748	0.0027012	0.0018927	0.25077	0.12163	0.085799	-0.035833	0.029875	0.15456	0.24906	0.39395	0.58091	0.64269	0.33854	0.097491	0.14436	0.30267	0.45839	0.057739	0.0027867	0.062483	0.10796	0.021906	0.055165	0.083771	0.1038	0.061104	0.012895	0.01132	0.0002044	0.0039347	0.0040616	0.001376	0.00080439	0.22172	0.25715	0.24778	0.24521	-0.14061	0.14029	0.11434	-0.01574	-0.083871	0.0036488	-0.091119	-0.11168	-0.0083876	0.13103	0.13831	0.032412	0.079451	0.11212	0.097698	0.14119	0.33176	0.18088	0.26356	0.25192	0.051262	-0.0031087	0.033547	0.021865	1.7522	906
